City,osm_type,osm_id,@lon,@lat,place,name,name:en,name:zh,wikipedia,"wikidata
",osm:logs,osm:wikidata,osm:wikipedia,osm:name,osm:name:en,osm:geometry,osm:name:zh,
Kuala Lumpur,node,4269461150,101.8043134,3.0417043,neighbourhood,Taman Taming Indah 2,,,,,No wikidata/wikipedia,,,Taman Taming Indah 2,,"{u'type': u'Point', u'coordinates': [101.8043134, 3.0417043]}",,
Kuala Lumpur,node,4294584794,101.6980019,3.143446,suburb,Chinatown,,茨厂街（唐人街）,,Q202509,Success,Q202509,,Chinatown,,"{u'type': u'Point', u'coordinates': [101.6980019, 3.143446]}",茨厂街（唐人街）,
Kuala Lumpur,node,4417670148,101.71119,3.14668,suburb,Bukit Bintang,Starhill,武吉免登,en:Bukit Bintang,,Success,,en:Bukit Bintang,Bukit Bintang,Starhill,"{u'type': u'Point', u'coordinates': [101.71119, 3.14668]}",武吉免登,
Kuala Lumpur,node,4420035491,101.71649,3.107178,suburb,Cheras,,蕉赖,en:Cheras,Q1087831,Success,Q1087831,en:Cheras,Cheras,,"{u'type': u'Point', u'coordinates': [101.71649, 3.107178]}",蕉赖,
Kuala Lumpur,node,4420349189,101.66944,3.13083,suburb,Bangsar,,孟沙,en:Bangsar,Q3268547,Success,Q3268547,en:Bangsar,Bangsar,,"{u'type': u'Point', u'coordinates': [101.66944, 3.13083]}",孟沙,
Kuala Lumpur,node,4442083591,101.60457,3.1129025,suburb,Kelana Jaya,,格兰那再也,en:Kelana Jaya,Q6385461,Success,Q6385461,en:Kelana Jaya,Kelana Jaya,,"{u'type': u'Point', u'coordinates': [101.60457, 3.1129025]}",格兰那再也,
Kuala Lumpur,node,4444001860,101.6339615,3.1849396,neighbourhood,Desa Parkcity,,,,,No wikidata/wikipedia,,,Desa Parkcity,,"{u'type': u'Point', u'coordinates': [101.6339615, 3.1849396]}",,
Kuala Lumpur,node,4444001864,101.5810075,3.1846535,suburb,PJU 5,,,,,No wikidata/wikipedia,,,PJU 5,,"{u'type': u'Point', u'coordinates': [101.5810075, 3.1846535]}",,
Kuala Lumpur,node,4444001868,101.5754958,3.1714672,suburb,Seksyen 7 Kota Damansara,,,,,No wikidata/wikipedia,,,Seksyen 7 Kota Damansara,,"{u'type': u'Point', u'coordinates': [101.5754958, 3.1714672]}",,
Kuala Lumpur,node,4524539690,101.664489,3.1871476,suburb,Segambut,,泗岩末,en:Segambut,Q7446206,Success,Q7446206,en:Segambut,Segambut,,"{u'type': u'Point', u'coordinates': [101.664489, 3.1871476]}",泗岩沫,
London,node,196021,-0.1748844,51.6301762,suburb,Whetstone,,,"en:Whetstone, London",,Success,,"en:Whetstone, London",Whetstone,,"{u'type': u'Point', u'coordinates': [-0.1748844, 51.6301762]}",,
London,node,196694,-0.1990538,51.5819126,suburb,Temple Fortune,,,en:Temple Fortune,,Success,,en:Temple Fortune,Temple Fortune,,"{u'type': u'Point', u'coordinates': [-0.1990538, 51.5819126]}",,
London,node,200088,-0.158614,51.6128484,suburb,Friern Barnet,,,en:Friern Barnet,,Success,,en:Friern Barnet,Friern Barnet,,"{u'type': u'Point', u'coordinates': [-0.158614, 51.6128484]}",,
London,node,201212,-0.1420768,51.5910395,suburb,Muswell Hill,,,en:Muswell Hill,,Success,,en:Muswell Hill,Muswell Hill,,"{u'type': u'Point', u'coordinates': [-0.1420768, 51.5910395]}",,
London,node,222466,-0.22162,51.5897442,suburb,Hendon,,,en:Hendon,,Success,,en:Hendon,Hendon,,"{u'type': u'Point', u'coordinates': [-0.22162, 51.5897442]}",,
London,node,720187,-0.3622403,51.6441737,suburb,Bushey,,,,Q10996,Success,Q10996,,Bushey,,"{u'type': u'Point', u'coordinates': [-0.3622403, 51.6441737]}",,
London,node,16231633,-0.355081,51.4278442,suburb,Hampton Hill,,,,Q5646227,Success,Q5646227,,Hampton Hill,,"{u'type': u'Point', u'coordinates': [-0.355081, 51.4278442]}",,
London,node,17061656,-0.4334413,51.4530683,suburb,Bedfont,,,,Q4879087,Success,Q4879087,,Bedfont,,"{u'type': u'Point', u'coordinates': [-0.4334413, 51.4530683]}",,
London,node,20962675,-0.2387441,51.4718962,suburb,Barnes,,,"en:Barnes, London",,Success,,"en:Barnes, London",Barnes,,"{u'type': u'Point', u'coordinates': [-0.2387441, 51.4718962]}",,
London,node,21042294,-0.1398817,51.4889993,suburb,Pimlico,,,en:Pimlico,,Success,,en:Pimlico,Pimlico,,"{u'type': u'Point', u'coordinates': [-0.1398817, 51.4889993]}",,
London,node,21099165,-0.2919292,51.4806629,suburb,Kew,,,en:Kew,,Success,,en:Kew,Kew,,"{u'type': u'Point', u'coordinates': [-0.2919292, 51.4806629]}",,
London,node,21099166,-0.3283389,51.4467941,suburb,Twickenham,Twickenham,,en:Twickenham,,Success,,en:Twickenham,Twickenham,Twickenham,"{u'type': u'Point', u'coordinates': [-0.3283389, 51.4467941]}",,
London,node,21262497,-0.0711328,51.4193664,suburb,Crystal Palace,,,"en:Crystal Palace, London",,Success,,"en:Crystal Palace, London",Crystal Palace,,"{u'type': u'Point', u'coordinates': [-0.0711328, 51.4193664]}",,
London,node,21315205,-0.1665496,51.4234522,neighbourhood,Tooting Graveney,,,en:Tooting,,Success,,en:Tooting,Tooting Graveney,,"{u'type': u'Point', u'coordinates': [-0.1665496, 51.4234522]}",,
London,node,21329597,-0.1990563,51.4191783,suburb,South Wimbledon,South Wimbledon,,en:South_Wimbledon,,Success,,en:South_Wimbledon,South Wimbledon,South Wimbledon,"{u'type': u'Point', u'coordinates': [-0.1990563, 51.4191783]}",,
London,node,21415113,0.0039962,51.630887,suburb,Chingford,,,,Q3778007,Success,Q3778007,,Chingford,,"{u'type': u'Point', u'coordinates': [0.0039962, 51.630887]}",,
London,node,25921913,0.1004646,51.4261326,suburb,Sidcup,,,en:Sidcup,,Success,,en:Sidcup,Sidcup,,"{u'type': u'Point', u'coordinates': [0.1004646, 51.4261326]}",,
London,node,25921915,0.0685289,51.4362297,suburb,New Eltham,,,en:New Eltham,,Success,,en:New Eltham,New Eltham,,"{u'type': u'Point', u'coordinates': [0.0685289, 51.4362297]}",,
London,node,26269779,-0.586262,51.238464,suburb,Guildford Park,,,,,No wikidata/wikipedia,,,Guildford Park,,"{u'type': u'Point', u'coordinates': [-0.586262, 51.238464]}",,
London,node,26316976,0.4225135,51.5736978,suburb,Laindon,,,,,Success,Q1612874,,Laindon,,"{u'type': u'Point', u'coordinates': [0.4225135, 51.5736978]}",,
London,node,26472010,-0.0245145,51.4310809,suburb,Bellingham,,,"en:Bellingham, London",,Success,,"en:Bellingham, London",Bellingham,,"{u'type': u'Point', u'coordinates': [-0.0245145, 51.4310809]}",,
London,node,26472011,-0.0054183,51.4502982,suburb,Hither Green,,,en:Hither Green,,Success,,en:Hither Green,Hither Green,,"{u'type': u'Point', u'coordinates': [-0.0054183, 51.4502982]}",,
London,node,26472012,0.0064566,51.426111,suburb,Downham,,,en:Downham,,Success,,en:Downham,Downham,,"{u'type': u'Point', u'coordinates': [0.0064566, 51.426111]}",,
London,node,26472013,-0.0059785,51.440517,suburb,Catford South,,,,Q305029,Success,Q305029,,Catford South,,"{u'type': u'Point', u'coordinates': [-0.0059785, 51.440517]}",,
London,node,26545978,-0.0906603,51.4901142,suburb,Walworth,,,"en:Walworth, London",,Success,,"en:Walworth, London",Walworth,,"{u'type': u'Point', u'coordinates': [-0.0906603, 51.4901142]}",,
London,node,26546003,-0.1003287,51.4952794,suburb,Elephant & Castle,,,en:Elephant and Castle,,Success,,en:Elephant and Castle,Elephant & Castle,,"{u'type': u'Point', u'coordinates': [-0.1003287, 51.4952794]}",,
London,node,26562607,-0.1567541,51.3796135,suburb,Hackbridge,,,en:Hackbridge,,Success,,en:Hackbridge,Hackbridge,,"{u'type': u'Point', u'coordinates': [-0.1567541, 51.3796135]}",,
London,node,26663137,-0.3101946,51.7455778,suburb,The Camp,,,,,No wikidata/wikipedia,,,The Camp,,"{u'type': u'Point', u'coordinates': [-0.3101946, 51.7455778]}",,
London,node,26680627,-0.599041,51.2341455,suburb,Onslow Village,,,,,Success,Q11798370,,Onslow Village,,"{u'type': u'Point', u'coordinates': [-0.599041, 51.2341455]}",,
London,node,26728131,0.301663,51.4777652,suburb,South Stifford,,,,,No wikidata/wikipedia,,,South Stifford,,"{u'type': u'Point', u'coordinates': [0.301663, 51.4777652]}",,
London,node,26745366,-0.1472083,51.5110777,suburb,Mayfair,,,en:Mayfair,,Success,,en:Mayfair,Mayfair,,"{u'type': u'Point', u'coordinates': [-0.1472083, 51.5110777]}",,
London,node,26745371,-0.1219057,51.5160098,suburb,St Giles,,,"en:St Giles, London",,Success,,"en:St Giles, London",St Giles,,"{u'type': u'Point', u'coordinates': [-0.1219057, 51.5160098]}",,
London,node,26890166,0.3227007,51.6301381,suburb,Shenfield,,,,,Success,Q665346,,Shenfield,,"{u'type': u'Point', u'coordinates': [0.3227007, 51.6301381]}",,
London,node,27364398,-0.0756012,51.5834664,suburb,Seven Sisters,,,"en:Seven Sisters, London",,Success,,"en:Seven Sisters, London",Seven Sisters,,"{u'type': u'Point', u'coordinates': [-0.0756012, 51.5834664]}",,
London,node,27364686,-0.0672892,51.5976955,suburb,Tottenham,,,en:Tottenham,,Success,,en:Tottenham,Tottenham,,"{u'type': u'Point', u'coordinates': [-0.0672892, 51.5976955]}",,
London,node,27364687,-0.1238939,51.5759984,suburb,Crouch End,,,en:Crouch End,,Success,,en:Crouch End,Crouch End,,"{u'type': u'Point', u'coordinates': [-0.1238939, 51.5759984]}",,
London,node,27365015,-0.0898489,51.5868063,suburb,West Green,,,"en:West Green, London",,Success,,"en:West Green, London",West Green,,"{u'type': u'Point', u'coordinates': [-0.0898489, 51.5868063]}",,
London,node,27365016,-0.0690402,51.5707092,suburb,Stamford Hill,,,en:Stamford Hill,,Success,,en:Stamford Hill,Stamford Hill,,"{u'type': u'Point', u'coordinates': [-0.0690402, 51.5707092]}",,
London,node,27365017,-0.0605697,51.5668384,suburb,Upper Clapton,,,en:Upper Clapton,,Success,,en:Upper Clapton,Upper Clapton,,"{u'type': u'Point', u'coordinates': [-0.0605697, 51.5668384]}",,
London,node,27365018,-0.0772816,51.5576971,suburb,Stoke Newington,,,en:Stoke Newington,,Success,,en:Stoke Newington,Stoke Newington,,"{u'type': u'Point', u'coordinates': [-0.0772816, 51.5576971]}",,
London,node,27365019,-0.0550912,51.5546565,suburb,Lower Clapton,,,en:Lower Clapton,,Success,,en:Lower Clapton,Lower Clapton,,"{u'type': u'Point', u'coordinates': [-0.0550912, 51.5546565]}",,
London,node,27365020,-0.0999051,51.5384287,suburb,Islington,,,en:Islington,,Success,,en:Islington,Islington,,"{u'type': u'Point', u'coordinates': [-0.0999051, 51.5384287]}",,
London,node,27365022,-0.1425625,51.5500658,suburb,Kentish Town,,,en:Kentish Town,,Success,,en:Kentish Town,Kentish Town,,"{u'type': u'Point', u'coordinates': [-0.1425625, 51.5500658]}",,
London,node,27365023,-0.1517524,51.5536863,suburb,Gospel Oak,,,en:Gospel Oak,,Success,,en:Gospel Oak,Gospel Oak,,"{u'type': u'Point', u'coordinates': [-0.1517524, 51.5536863]}",,
London,node,27365024,-0.0561633,51.5303456,suburb,Bethnal Green,,,en:Bethnal Green,,Success,,en:Bethnal Green,Bethnal Green,,"{u'type': u'Point', u'coordinates': [-0.0561633, 51.5303456]}",,
London,node,27365026,-0.0707674,51.532094,suburb,Haggerston,,,en:Haggerston,,Success,,en:Haggerston,Haggerston,,"{u'type': u'Point', u'coordinates': [-0.0707674, 51.532094]}",,
London,node,27365028,-0.0587291,51.5054363,suburb,Wapping,,,en:Wapping,,Success,,en:Wapping,Wapping,,"{u'type': u'Point', u'coordinates': [-0.0587291, 51.5054363]}",,
London,node,27365029,-0.0798926,51.5266694,suburb,Shoreditch,,,en:Shoreditch,,Success,,en:Shoreditch,Shoreditch,,"{u'type': u'Point', u'coordinates': [-0.0798926, 51.5266694]}",,
London,node,27365031,-0.1055555,51.5237268,suburb,Clerkenwell,,,en:Clerkenwell,,Success,,en:Clerkenwell,Clerkenwell,,"{u'type': u'Point', u'coordinates': [-0.1055555, 51.5237268]}",,
London,node,27365033,-0.1260664,51.523126,suburb,Bloomsbury,,,en:Bloomsbury,,Success,,en:Bloomsbury,Bloomsbury,,"{u'type': u'Point', u'coordinates': [-0.1260664, 51.523126]}",,
London,node,27365035,-0.0697911,51.5017679,suburb,Bermondsey,,,en:Bermondsey,,Success,,en:Bermondsey,Bermondsey,,"{u'type': u'Point', u'coordinates': [-0.0697911, 51.5017679]}",,
London,node,27365036,-0.0201029,51.4939034,suburb,Millwall,,,en:Millwall,,Success,,en:Millwall,Millwall,,"{u'type': u'Point', u'coordinates': [-0.0201029, 51.4939034]}",,
London,node,27365037,-0.0427738,51.496791,suburb,Rotherhithe,,,en:Rotherhithe,,Success,,en:Rotherhithe,Rotherhithe,,"{u'type': u'Point', u'coordinates': [-0.0427738, 51.496791]}",,
London,node,27365038,-0.0462189,51.5174023,suburb,Stepney,,,en:Stepney,,Success,,en:Stepney,Stepney,,"{u'type': u'Point', u'coordinates': [-0.0462189, 51.5174023]}",,
London,node,27365039,-0.0351492,51.5133074,suburb,Limehouse,,,en:Limehouse,,Success,,en:Limehouse,Limehouse,,"{u'type': u'Point', u'coordinates': [-0.0351492, 51.5133074]}",,
London,node,27365040,-0.009917,51.4925989,suburb,Cubitt Town,,,en:Cubitt Town,,Success,,en:Cubitt Town,Cubitt Town,,"{u'type': u'Point', u'coordinates': [-0.009917, 51.4925989]}",,
London,node,27365041,-0.0064024,51.5065004,suburb,Blackwall,,,"en:Blackwall, London",,Success,,"en:Blackwall, London",Blackwall,,"{u'type': u'Point', u'coordinates': [-0.0064024, 51.5065004]}",,
London,node,27365042,-0.0183016,51.4974707,suburb,Isle of Dogs,,,en:Isle of Dogs,,Success,,en:Isle of Dogs,Isle of Dogs,,"{u'type': u'Point', u'coordinates': [-0.0183016, 51.4974707]}",,
London,node,27365043,-0.0143883,51.5111811,suburb,Poplar,,,"en:Poplar, London",,Success,,"en:Poplar, London",Poplar,,"{u'type': u'Point', u'coordinates': [-0.0143883, 51.5111811]}",,
London,node,27365044,-0.0172319,51.5266309,suburb,Bromley-by-Bow,,,en:Bromley-by-Bow,,Success,,en:Bromley-by-Bow,Bromley-by-Bow,,"{u'type': u'Point', u'coordinates': [-0.0172319, 51.5266309]}",,
London,node,27365045,-0.0194816,51.5283085,suburb,Bow,,,"en:Bow, London",,Success,,"en:Bow, London",Bow,,"{u'type': u'Point', u'coordinates': [-0.0194816, 51.5283085]}",,
London,node,27365049,0.0064237,51.5710783,suburb,Leytonstone,,,en:Leytonstone,,Success,,en:Leytonstone,Leytonstone,,"{u'type': u'Point', u'coordinates': [0.0064237, 51.5710783]}",,
London,node,27365051,-0.0659791,51.6203392,suburb,Edmonton,,,"en:Edmonton, London",,Success,,"en:Edmonton, London",Edmonton,,"{u'type': u'Point', u'coordinates': [-0.0659791, 51.6203392]}",,
London,node,27365297,-0.1148807,51.5544402,suburb,Lower Holloway,,,en:Lower Holloway,,Success,,en:Lower Holloway,Lower Holloway,,"{u'type': u'Point', u'coordinates': [-0.1148807, 51.5544402]}",,
London,node,27365298,-0.1338683,51.5644891,suburb,Upper Holloway,,,en:Upper Holloway,,Success,,en:Upper Holloway,Upper Holloway,,"{u'type': u'Point', u'coordinates': [-0.1338683, 51.5644891]}",,
London,node,27365299,-0.1027127,51.5457996,suburb,Highbury,,,en:Highbury,,Success,,en:Highbury,Highbury,,"{u'type': u'Point', u'coordinates': [-0.1027127, 51.5457996]}",,
London,node,27365300,-0.114735,51.5389351,suburb,Barnsbury,,,en:Barnsbury,,Success,,en:Barnsbury,Barnsbury,,"{u'type': u'Point', u'coordinates': [-0.114735, 51.5389351]}",,
London,node,27365303,0.0365359,51.4826053,suburb,Charlton,,,en:Charlton,,Success,,en:Charlton,Charlton,,"{u'type': u'Point', u'coordinates': [0.0365359, 51.4826053]}",,
London,node,27365501,-0.2358661,51.5466216,suburb,Willesden,,,en:Willesden,,Success,,en:Willesden,Willesden,,"{u'type': u'Point', u'coordinates': [-0.2358661, 51.5466216]}",,
London,node,27365506,-0.453256,51.532563,suburb,Hillingdon,,,,,Success,Q1064180,,Hillingdon,,"{u'type': u'Point', u'coordinates': [-0.453256, 51.532563]}",,
London,node,27365509,-0.3406636,51.5715948,suburb,Harrow on the Hill,,,en:Harrow on the Hill,,Success,,en:Harrow on the Hill,Harrow on the Hill,,"{u'type': u'Point', u'coordinates': [-0.3406636, 51.5715948]}",,
London,node,27365510,-0.4205812,51.6051713,suburb,Northwood,,,,,Success,Q2090609,,Northwood,,"{u'type': u'Point', u'coordinates': [-0.4205812, 51.6051713]}",,
London,node,27365511,-0.3770142,51.5968712,suburb,Pinner,,,,,Success,Q2453742,,Pinner,,"{u'type': u'Point', u'coordinates': [-0.3770142, 51.5968712]}",,
London,node,27365512,-0.3294758,51.5936353,suburb,Wealdstone,,,en:Wealdstone,,Success,,en:Wealdstone,Wealdstone,,"{u'type': u'Point', u'coordinates': [-0.3294758, 51.5936353]}",,
London,node,27365513,-0.3216623,51.4863958,suburb,Brentford,,,en:Brentford,,Success,,en:Brentford,Brentford,,"{u'type': u'Point', u'coordinates': [-0.3216623, 51.4863958]}",,
London,node,27396436,-0.1831368,51.4955817,suburb,South Kensington,,,en:South Kensington,,Success,,en:South Kensington,South Kensington,,"{u'type': u'Point', u'coordinates': [-0.1831368, 51.4955817]}",,
London,node,27396490,-0.166965,51.5008444,suburb,Knightsbridge,,骑士桥,en:Knightsbridge,,Success,,en:Knightsbridge,Knightsbridge,,"{u'type': u'Point', u'coordinates': [-0.166965, 51.5008444]}",骑士桥,
London,node,27431769,-0.0335908,51.702052,suburb,Cheshunt,,,,,Success,Q19790,,Cheshunt,,"{u'type': u'Point', u'coordinates': [-0.0335908, 51.702052]}",,
London,node,27467065,-0.1410017,51.5187642,suburb,Fitzrovia,,,en:Fitzrovia,,Success,,en:Fitzrovia,Fitzrovia,,"{u'type': u'Point', u'coordinates': [-0.1410017, 51.5187642]}",,
London,node,27467066,-0.1504553,51.5220589,suburb,Marylebone,,,en:Marylebone,,Success,,en:Marylebone,Marylebone,,"{u'type': u'Point', u'coordinates': [-0.1504553, 51.5220589]}",,
London,node,27467067,-0.1682205,51.4875417,suburb,Chelsea,,,"en:Chelsea, London",,Success,,"en:Chelsea, London",Chelsea,,"{u'type': u'Point', u'coordinates': [-0.1682205, 51.4875417]}",,
London,node,27467184,-0.1792423,51.5163047,suburb,Paddington,,帕丁頓,en:Paddington,,Success,,en:Paddington,Paddington,,"{u'type': u'Point', u'coordinates': [-0.1792423, 51.5163047]}",帕丁頓,
London,node,27467185,-0.1905916,51.527592,suburb,Maida Vale,,,en:Maida Vale,,Success,,en:Maida Vale,Maida Vale,,"{u'type': u'Point', u'coordinates': [-0.1905916, 51.527592]}",,
London,node,27481928,-0.0850011,51.539929,suburb,De Beauvoir Town,,,en:De Beauvoir Town,,Success,,en:De Beauvoir Town,De Beauvoir Town,,"{u'type': u'Point', u'coordinates': [-0.0850011, 51.539929]}",,
London,node,27481929,-0.0399629,51.5504686,suburb,Homerton,,,en:Homerton,,Success,,en:Homerton,Homerton,,"{u'type': u'Point', u'coordinates': [-0.0399629, 51.5504686]}",,
London,node,27485888,0.0769545,51.4115718,suburb,Chislehurst,,,en:Chislehurst,,Success,,en:Chislehurst,Chislehurst,,"{u'type': u'Point', u'coordinates': [0.0769545, 51.4115718]}",,
London,node,27485890,0.1148486,51.4989335,suburb,Thamesmead,,,en:Thamesmead,,Success,,en:Thamesmead,Thamesmead,,"{u'type': u'Point', u'coordinates': [0.1148486, 51.4989335]}",,
London,node,27485891,0.1138557,51.3954765,suburb,St Mary Cray,,,en:St Mary Cray,,Success,,en:St Mary Cray,St Mary Cray,,"{u'type': u'Point', u'coordinates': [0.1138557, 51.3954765]}",,
London,node,27485892,0.150488,51.4416793,suburb,Bexley,,,en:Bexley,,Success,,en:Bexley,Bexley,,"{u'type': u'Point', u'coordinates': [0.150488, 51.4416793]}",,
London,node,27485893,0.1823013,51.4775613,suburb,Erith,,,en:Erith,,Success,,en:Erith,Erith,,"{u'type': u'Point', u'coordinates': [0.1823013, 51.4775613]}",,
London,node,27486121,0.0134976,51.5181741,suburb,Canning Town,,,en:Canning Town,,Success,,en:Canning Town,Canning Town,,"{u'type': u'Point', u'coordinates': [0.0134976, 51.5181741]}",,
London,node,27486122,0.0077912,51.5343247,suburb,West Ham,,,en:West Ham,,Success,,en:West Ham,West Ham,,"{u'type': u'Point', u'coordinates': [0.0077912, 51.5343247]}",,
London,node,27486150,0.1275378,51.5492654,suburb,Becontree,,,en:Becontree,,Success,,en:Becontree,Becontree,,"{u'type': u'Point', u'coordinates': [0.1275378, 51.5492654]}",,
London,node,27486181,0.1996559,51.5167284,suburb,Rainham,,,,,Success,Q2746137,,Rainham,,"{u'type': u'Point', u'coordinates': [0.1996559, 51.5167284]}",,
London,node,27486184,0.1893092,51.5325406,suburb,South Hornchurch,,,,,Success,Q7567502,,South Hornchurch,,"{u'type': u'Point', u'coordinates': [0.1893092, 51.5325406]}",,
London,node,27529126,-0.099995,51.5810883,suburb,Harringay,,,en:Harringay,,Success,,en:Harringay,Harringay,,"{u'type': u'Point', u'coordinates': [-0.099995, 51.5810883]}",,
London,node,27529290,-0.3263111,51.4683558,suburb,Isleworth,,,en:Isleworth,,Success,,en:Isleworth,Isleworth,,"{u'type': u'Point', u'coordinates': [-0.3263111, 51.4683558]}",,
London,node,27534857,-0.3381584,51.5089838,suburb,Hanwell,,,en:Hanwell,,Success,,en:Hanwell,Hanwell,,"{u'type': u'Point', u'coordinates': [-0.3381584, 51.5089838]}",,
London,node,27535022,-0.3527601,51.5279378,suburb,Greenford,,,,,Success,Q83475,,Greenford,,"{u'type': u'Point', u'coordinates': [-0.3527601, 51.5279378]}",,
London,node,27536665,-0.352919,51.565869,suburb,South Harrow,,,,,Success,Q3634311,,South Harrow,,"{u'type': u'Point', u'coordinates': [-0.352919, 51.565869]}",,
London,node,27547447,0.4138362,51.6399396,suburb,Queens Park,,,,,No wikidata/wikipedia,,,Queens Park,,"{u'type': u'Point', u'coordinates': [0.4138362, 51.6399396]}",,
London,node,27553615,0.0249097,51.5293798,suburb,Plaistow,,,"en:Plaistow, Newham",,Success,,"en:Plaistow, Newham",Plaistow,,"{u'type': u'Point', u'coordinates': [0.0249097, 51.5293798]}",,
London,node,27553702,-0.1116818,51.4824378,suburb,Kennington,,,en:Kennington,,Success,,en:Kennington,Kennington,,"{u'type': u'Point', u'coordinates': [-0.1116818, 51.4824378]}",,
London,node,27553707,-0.1229297,51.4874834,suburb,Vauxhall,,,en:Vauxhall,,Success,,en:Vauxhall,Vauxhall,,"{u'type': u'Point', u'coordinates': [-0.1229297, 51.4874834]}",,
London,node,27553712,-0.103458,51.5029222,suburb,Southwark,,,en:Southwark,,Success,,en:Southwark,Southwark,,"{u'type': u'Point', u'coordinates': [-0.103458, 51.5029222]}",,
London,node,27553719,-0.117287,51.5013012,suburb,Lambeth,,,en:Lambeth,,Success,,en:Lambeth,Lambeth,,"{u'type': u'Point', u'coordinates': [-0.117287, 51.5013012]}",,
London,node,27553725,-0.1209153,51.4672726,suburb,Stockwell,,,en:Stockwell,,Success,,en:Stockwell,Stockwell,,"{u'type': u'Point', u'coordinates': [-0.1209153, 51.4672726]}",,
London,node,27553734,-0.0925416,51.4745706,suburb,Camberwell,,坎伯韦尔,en:Camberwell,,Success,,en:Camberwell,Camberwell,,"{u'type': u'Point', u'coordinates': [-0.0925416, 51.4745706]}",坎伯韦尔,
London,node,27553742,-0.0727322,51.4585551,suburb,East Dulwich,,,en:East Dulwich,,Success,,en:East Dulwich,East Dulwich,,"{u'type': u'Point', u'coordinates': [-0.0727322, 51.4585551]}",,
London,node,27553749,-0.0843244,51.4418786,suburb,Dulwich,,,en:Dulwich,,Success,,en:Dulwich,Dulwich,,"{u'type': u'Point', u'coordinates': [-0.0843244, 51.4418786]}",,
London,node,27553768,-0.0539538,51.439108,suburb,Forest Hill,,,en:Forest Hill,,Success,,en:Forest Hill,Forest Hill,,"{u'type': u'Point', u'coordinates': [-0.0539538, 51.439108]}",,
London,node,27554058,-0.0215164,51.4758453,suburb,Deptford,,,en:Deptford,,Success,,en:Deptford,Deptford,,"{u'type': u'Point', u'coordinates': [-0.0215164, 51.4758453]}",,
London,node,27554063,-0.044769,51.475072,suburb,New Cross Gate,,,en:New Cross Gate,,Success,,en:New Cross Gate,New Cross Gate,,"{u'type': u'Point', u'coordinates': [-0.044769, 51.475072]}",,
London,node,27554266,-0.172214,51.4707933,suburb,Battersea,,巴特锡,en:Battersea,,Success,,en:Battersea,Battersea,,"{u'type': u'Point', u'coordinates': [-0.172214, 51.4707933]}",巴特锡,
London,node,27729031,-0.123596,51.6281547,suburb,Southgate,,,"en:Southgate, London",,Success,,"en:Southgate, London",Southgate,,"{u'type': u'Point', u'coordinates': [-0.123596, 51.6281547]}",,
London,node,27729624,-0.1209667,51.5873645,suburb,Hornsey,,,en:Hornsey,,Success,,en:Hornsey,Hornsey,,"{u'type': u'Point', u'coordinates': [-0.1209667, 51.5873645]}",,
London,node,27729625,-0.1805587,51.5973246,suburb,Finchley,,,en:Finchley,,Success,,en:Finchley,Finchley,,"{u'type': u'Point', u'coordinates': [-0.1805587, 51.5973246]}",,
London,node,27730054,-0.2330675,51.6154423,suburb,Mill Hill,,,,,Success,Q149688,,Mill Hill,,"{u'type': u'Point', u'coordinates': [-0.2330675, 51.6154423]}",,
London,node,27731303,0.0395776,51.6051901,suburb,Woodford,,,en:Woodford,,Success,,en:Woodford,Woodford,,"{u'type': u'Point', u'coordinates': [0.0395776, 51.6051901]}",,
London,node,27731306,0.0415283,51.6268617,suburb,Buckhurst Hill,,,,,Success,Q2684024,,Buckhurst Hill,,"{u'type': u'Point', u'coordinates': [0.0415283, 51.6268617]}",,
London,node,27731566,0.0848694,51.588311,suburb,Barkingside,,,en:Barkingside,,Success,,en:Barkingside,Barkingside,,"{u'type': u'Point', u'coordinates': [0.0848694, 51.588311]}",,
London,node,27731567,0.0922634,51.5758531,suburb,Newbury Park,,,"en:Newbury Park, London",,Success,,"en:Newbury Park, London",Newbury Park,,"{u'type': u'Point', u'coordinates': [0.0922634, 51.5758531]}",,
London,node,27731568,0.0277989,51.5756739,suburb,Wanstead,,,en:Wanstead,,Success,,en:Wanstead,Wanstead,,"{u'type': u'Point', u'coordinates': [0.0277989, 51.5756739]}",,
London,node,27732675,0.1059038,51.46529,suburb,Welling,,,en:Welling,,Success,,en:Welling,Welling,,"{u'type': u'Point', u'coordinates': [0.1059038, 51.46529]}",,
London,node,27732676,0.0924286,51.4804635,suburb,Plumstead,,,en:Plumstead,,Success,,en:Plumstead,Plumstead,,"{u'type': u'Point', u'coordinates': [0.0924286, 51.4804635]}",,
London,node,27732678,0.1140504,51.487621,suburb,Abbey Wood,,,en:Abbey Wood,,Success,,en:Abbey Wood,Abbey Wood,,"{u'type': u'Point', u'coordinates': [0.1140504, 51.487621]}",,
London,node,28296776,-0.0534213,51.4146841,suburb,Penge,,,en:Penge,,Success,,en:Penge,Penge,,"{u'type': u'Point', u'coordinates': [-0.0534213, 51.4146841]}",,
London,node,28825933,-0.0190782,51.7465723,suburb,Broxbourne,,,en:Broxbourne,,Success,,en:Broxbourne,Broxbourne,,"{u'type': u'Point', u'coordinates': [-0.0190782, 51.7465723]}",,
London,node,29174788,0.2721259,51.47712,suburb,West Thurrock,,,,,Success,Q971550,,West Thurrock,,"{u'type': u'Point', u'coordinates': [0.2721259, 51.47712]}",,
